sample_name,mgrast_id,biome,collection_date,country,env_package,feature,latitude,location,longitude,material,collection_time,collection_timezone,altitude,depth,elevation,samp_size,ANONYMIZED_NAME,DESCRIPTION,PLATFORM,REGION,SAMPLE_CENTER,TAXON_ID,TITLE,assigned_from_geo,common_sample_site,days_since_epoch,host_individual,mislabeled,public,sample_id
Unique name or id of the sample,,"The environmental biome represents the major classes of ecologically similar communities of plants, animals, and other organisms. Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO terms listed under environmental biome can be found from the link: http://purl.obolibrary.org/obo/ENVO_01000254","The date of sampling. Use ISO8601 compliant format, ie. 2008-01-23",The geographical origin of the sample as defined by the country or sea name. Country or sea names should be chosen from the INSDC country list: http://insdc.org/country.html,"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. Use one of: air,  built environment, host-associated, human-associated, human-oral, human-gut, human-skin, human-vaginal, microbial mat|biofilm, miscellaneous, plant-associated, sediment, soil, wastewater|sludge, water","Environmental feature level includes geographic environmental features. Examples include: harbor, cliff, or lake. EnvO terms listed under environmental feature can be found from the link: http://purl.obolibrary.org/obo/ENVO_00002297",The geographical origin of the sample as defined by latitude. The value should be reported in decimal degrees and in WGS84 system,The geographical origin of the sample as defined by the specific local region name,The geographical origin of the sample as defined by longitude. The value should be reported in decimal degrees and in WGS84 system,"The environmental material level refers to the matter that was displaced by the sample, prior to the sampling event. Environmental matter terms are generally mass nouns. Examples include: air, soil, or water. EnvO terms listed under environmental matter can be found from the link: http://purl.obolibrary.org/obo/ENVO_00010483","The local time of sampling.  Use ISO8601 compliant format, ie. 19:23:10","The timezone of sampling.  Use ISO8601 compliant format, ie. UTC-7",The altitude of the sample is the vertical distance in meters between Earth's surface above Sea Level and the sampled position in the air.,"Depth is defined as the vertical distance in meters below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly.",The elevation of the sampling site in meters as measured by the vertical distance from mean sea level.,"Amount or size of sample (volume, mass or area) that was collected, along with the unit used","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here",Internal ID of sample
L3S247,mgs23882,human-associated habitat,2008-11-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_897,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14185,F4,n,y,qiime:228078
L3S248,mgs22527,human-associated habitat,2008-11-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_898,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14186,F4,n,y,qiime:226859
L3S249,mgs23442,human-associated habitat,2008-11-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_899,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14187,F4,n,y,qiime:227683
L3S25,mgs22501,human-associated habitat,2009-05-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_900,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14374,M3,n,y,qiime:226835
L3S250,mgs23716,human-associated habitat,2008-11-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_901,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14188,F4,n,y,qiime:227929
L3S251,mgs23051,human-associated habitat,2008-11-06,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_902,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14189,F4,n,y,qiime:227330
L3S252,mgs23474,human-associated habitat,2008-11-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_903,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14190,F4,n,y,qiime:227711
L3S253,mgs24186,human-associated habitat,2008-11-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_904,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14191,F4,n,y,qiime:228352
L3S254,mgs24014,human-associated habitat,2008-11-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_905,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14192,F4,n,y,qiime:228196
L3S255,mgs22972,human-associated habitat,2008-11-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_906,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14193,F4,n,y,qiime:227259
L3S256,mgs22684,human-associated habitat,2008-11-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_907,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14194,F4,n,y,qiime:226999
L3S257,mgs24007,human-associated habitat,2008-11-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_908,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14195,F4,n,y,qiime:228190
L3S258,mgs22419,human-associated habitat,2008-11-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_909,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14196,F4,n,y,qiime:226762
L3S259,mgs23202,human-associated habitat,2008-11-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_910,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14197,F4,n,y,qiime:227466
L3S26,mgs22680,human-associated habitat,2009-05-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_911,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14375,M3,n,y,qiime:226995
L3S260,mgs23486,human-associated habitat,2008-11-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_912,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14198,F4,n,y,qiime:227722
L3S261,mgs22171,human-associated habitat,2008-11-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_913,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14199,F4,n,y,qiime:226538
L3S262,mgs23981,human-associated habitat,2008-11-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_914,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14200,F4,n,y,qiime:228167
L3S263,mgs22517,human-associated habitat,2008-11-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_915,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14201,F4,n,y,qiime:226850
L3S264,mgs23927,human-associated habitat,2008-11-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_916,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14202,F4,n,y,qiime:228118
L3S265,mgs22895,human-associated habitat,2008-11-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_917,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14203,F4,n,y,qiime:227189
L3S266,mgs23587,human-associated habitat,2008-11-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_918,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14204,F4,n,y,qiime:227813
L3S267,mgs24062,human-associated habitat,2008-12-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_919,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14215,F4,n,y,qiime:228240
L3S268,mgs23431,human-associated habitat,2008-12-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_920,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14216,F4,n,y,qiime:227673
L3S269,mgs23041,human-associated habitat,2008-12-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_921,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14217,F4,n,y,qiime:227321
L3S27,mgs22923,human-associated habitat,2009-05-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_922,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14376,M3,n,y,qiime:227214
L3S270,mgs22793,human-associated habitat,2008-12-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_923,Moving_pictures_of_the_human_microbiome,Illumina,L3,CCME,9606,Moving_pictures_of_the_human_microbiome,n,R_palm,14218,F4,n,y,qiime:227097
