sample_name,mgrast_id,body_habitat,body_site,sex
L6S293,mge35793,UBERON:oral cavity,UBERON:tongue,male
L6S296,mge35158,UBERON:oral cavity,UBERON:tongue,male
L6S298,mge34886,UBERON:oral cavity,UBERON:tongue,male
L6S299,mge35852,UBERON:oral cavity,UBERON:tongue,male
L6S3,mge36144,UBERON:oral cavity,UBERON:tongue,male
L6S30,mge35781,UBERON:oral cavity,UBERON:tongue,male
L6S301,mge35421,UBERON:oral cavity,UBERON:tongue,male
L6S302,mge36093,UBERON:oral cavity,UBERON:tongue,male
L6S303,mge34985,UBERON:oral cavity,UBERON:tongue,male
L6S306,mge36329,UBERON:oral cavity,UBERON:tongue,male
L6S308,mge35204,UBERON:oral cavity,UBERON:tongue,male
L6S309,mge35780,UBERON:oral cavity,UBERON:tongue,male
L6S31,mge36086,UBERON:oral cavity,UBERON:tongue,male
L6S310,mge36309,UBERON:oral cavity,UBERON:tongue,male
L6S311,mge34900,UBERON:oral cavity,UBERON:tongue,male
L6S312,mge36897,UBERON:oral cavity,UBERON:tongue,male
L6S314,mge36261,UBERON:oral cavity,UBERON:tongue,male
L6S316,mge35256,UBERON:oral cavity,UBERON:tongue,male
L6S317,mge34958,UBERON:oral cavity,UBERON:tongue,male
L6S318,mge36233,UBERON:oral cavity,UBERON:tongue,male
L6S319,mge35451,UBERON:oral cavity,UBERON:tongue,male
L6S32,mge35597,UBERON:oral cavity,UBERON:tongue,male
L6S321,mge35725,UBERON:oral cavity,UBERON:tongue,male
L6S324,mge36890,UBERON:oral cavity,UBERON:tongue,male
L6S325,mge34963,UBERON:oral cavity,UBERON:tongue,male
L6S326,mge35085,UBERON:oral cavity,UBERON:tongue,male
L6S327,mge34964,UBERON:oral cavity,UBERON:tongue,male
L6S329,mge35324,UBERON:gut,UBERON:feces,male
L6S33,mge34943,UBERON:oral cavity,UBERON:tongue,male
L6S330,mge36223,UBERON:gut,UBERON:feces,male
L6S331,mge36535,UBERON:gut,UBERON:feces,male
L6S34,mge35640,UBERON:oral cavity,UBERON:tongue,male
L6S35,mge36562,UBERON:oral cavity,UBERON:tongue,male
L6S36,mge36231,UBERON:oral cavity,UBERON:tongue,male
L6S37,mge35155,UBERON:oral cavity,UBERON:tongue,male
L6S38,mge35182,UBERON:oral cavity,UBERON:tongue,male
L6S4,mge36084,UBERON:oral cavity,UBERON:tongue,male
L6S40,mge36484,UBERON:oral cavity,UBERON:tongue,male
L6S41,mge36098,UBERON:oral cavity,UBERON:tongue,male
L6S42,mge35825,UBERON:oral cavity,UBERON:tongue,male
L6S44,mge36567,UBERON:oral cavity,UBERON:tongue,male
L6S45,mge36270,UBERON:oral cavity,UBERON:tongue,male
L6S47,mge35643,UBERON:oral cavity,UBERON:tongue,male
L6S49,mge36872,UBERON:oral cavity,UBERON:tongue,male
L6S5,mge36456,UBERON:oral cavity,UBERON:tongue,male
L6S50,mge35045,UBERON:oral cavity,UBERON:tongue,male
L6S51,mge35777,UBERON:oral cavity,UBERON:tongue,male
L6S53,mge35395,UBERON:oral cavity,UBERON:tongue,male
L6S54,mge34952,UBERON:oral cavity,UBERON:tongue,male
L6S56,mge35332,UBERON:oral cavity,UBERON:tongue,male
L6S59,mge35591,UBERON:oral cavity,UBERON:tongue,male
L6S6,mge36472,UBERON:oral cavity,UBERON:tongue,male
L6S60,mge36058,UBERON:oral cavity,UBERON:tongue,male
L6S61,mge36470,UBERON:oral cavity,UBERON:tongue,male
L6S62,mge36754,UBERON:oral cavity,UBERON:tongue,male
L6S63,mge35769,UBERON:oral cavity,UBERON:tongue,male
L6S64,mge36556,UBERON:oral cavity,UBERON:tongue,male
L6S65,mge36305,UBERON:oral cavity,UBERON:tongue,male
L6S67,mge35352,UBERON:oral cavity,UBERON:tongue,male
L6S68,mge36441,UBERON:oral cavity,UBERON:tongue,male
L6S7,mge35022,UBERON:oral cavity,UBERON:tongue,male
L6S70,mge35914,UBERON:oral cavity,UBERON:tongue,male
L6S71,mge35658,UBERON:oral cavity,UBERON:tongue,male
L6S72,mge35635,UBERON:oral cavity,UBERON:tongue,male
L6S73,mge36275,UBERON:oral cavity,UBERON:tongue,male
L6S74,mge35752,UBERON:oral cavity,UBERON:tongue,male
L6S75,mge36462,UBERON:oral cavity,UBERON:tongue,male
L6S77,mge35308,UBERON:oral cavity,UBERON:tongue,male
L6S79,mge34980,UBERON:oral cavity,UBERON:tongue,male
L6S8,mge35678,UBERON:oral cavity,UBERON:tongue,male
L6S80,mge36047,UBERON:oral cavity,UBERON:tongue,male
L6S81,mge36240,UBERON:oral cavity,UBERON:tongue,male
L6S82,mge36531,UBERON:oral cavity,UBERON:tongue,male
L6S83,mge35698,UBERON:oral cavity,UBERON:tongue,male
L6S84,mge35746,UBERON:oral cavity,UBERON:tongue,male
L6S86,mge34959,UBERON:oral cavity,UBERON:tongue,male
L6S87,mge36064,UBERON:oral cavity,UBERON:tongue,male
L6S88,mge34874,UBERON:oral cavity,UBERON:tongue,male
L6S89,mge35897,UBERON:oral cavity,UBERON:tongue,male
L6S9,mge36527,UBERON:oral cavity,UBERON:tongue,male
L6S92,mge35636,UBERON:oral cavity,UBERON:tongue,male
L6S93,mge35654,UBERON:oral cavity,UBERON:tongue,male
L6S94,mge36039,UBERON:oral cavity,UBERON:tongue,male
L6S97,mge35442,UBERON:oral cavity,UBERON:tongue,male
L6S99,mge35315,UBERON:oral cavity,UBERON:tongue,male
